Coord,AbsComplVal,RealComplVal,ImagComplVal
0,0.212618952778191,-0.212411116622785,-0.0093987560643076
0.25,0.0246082847379288,-0.00456397008203315,-0.0241813534532972
0.5,0.143727059943265,0.14238561896195,-0.0195908977016686
0.75,0.0546522321590636,-0.0485281187772716,0.02513738586065
1,0.0978889366719484,0.0907958080211657,-0.0365836735245156
1.25,0.148901777163579,-0.068694183391768,0.132109229089455
1.5,0.0404838974463932,0.0194150085387697,-0.035524687132888
1.75,0.142024893499656,-0.102568020212627,-0.0982388497655114
2,0.0897045497640597,-0.0340590172254206,-0.0829872857371005
2.25,0.0834054068076502,0.0594644225888657,-0.0584845648947003
2.5,0.108607047224606,0.108593449793871,-0.00171853679438193
2.75,0.268538111304085,-0.226339835505305,0.144509501715965
3,0.194619044653204,0.130181512554756,-0.144669783751418
3.25,0.145401383946493,0.144239137281288,0.0183475810368902
3.5,0.0572737037326285,-0.048170980440235,-0.0309811843330659
3.75,0.156797930351767,-0.128068927770212,0.0904651352863967
4,0.212469330451509,0.212341698949589,0.00736337352812824
4.25,0.12255603186567,-0.104491957696079,-0.0640422651340494
4.5,0.13897367199461,-0.127286898754417,0.0557828550107311
4.75,0.404259444709897,0.214982632535664,0.342356782239215
5,0.278058145784527,0.165266855857866,-0.223613950351905
5.25,0.350818691570179,0.0995417775294639,0.336400340191991
5.5,0.0631207060870754,0.0363057409163884,0.0516344527756713
5.75,0.317130478056794,0.310494280903543,-0.0645371337969248
6,0.0679138480516415,-0.0244460293904323,-0.0633615214797085
6.25,0.11453077974149,-0.111341243214328,0.0268407724866787
6.5,0.136860689703421,0.0400116887776907,-0.130881294107498
6.75,0.0315943505315623,-0.0228848716614262,-0.0217826911687073
7,0.0617319294396291,-0.050905316623835,0.0349210516990318
7.25,0.314189508481619,-0.278978392022635,-0.144520254720182
7.5,0.0488259865302024,-0.0178359659723525,0.0454516807002843
7.75,0.155115065986684,0.153953917356662,-0.0189439971123138
8,0.296717405270317,-0.291131386251958,0.0573038788334845
8.25,0.0919725127675022,-0.0241719683096876,-0.0887392757058779
8.5,0.245404591847757,-0.115217190296398,0.216675824124815
8.75,0.345457716382166,-0.345449723726708,-0.00234993300377625
9,0.1588899574295,0.117708487979959,0.106727364951169
9.25,0.0586828315080124,0.0445531452247403,0.0381928260852869
9.5,0.133323983518997,-0.0920823700362065,0.0964163975156146
9.75,0.158837543497506,0.129218166685208,-0.0923689916738068
10,0.0777016182335621,-0.0668981890827483,-0.0395243440624014
10.25,0.143071360081354,-0.132038169637791,0.0550938820036365
10.5,0.148224802215842,-0.0562453771476734,0.137138796631156
10.75,0.228018178323824,0.0074538887342485,0.227896312363436
11,0.0624487702379682,-0.0234197989535513,0.0578909485257391
11.25,0.0895752141908686,-0.0654947780017579,0.0611077167945296
11.5,0.222298499008768,0.103086254764882,0.196951381665884
11.75,0.126855020832946,0.1093780118013,-0.0642545472703836
12,0.163466924803661,0.133291774187423,0.0946294797551732
12.25,0.0961234470700867,-0.0565256266987451,-0.0777468366105648
12.5,0.0991110377688327,-0.0764948001808584,0.0630201821078416
12.75,0.310866121433059,0.185046998955525,-0.249790619584458
13,0.235033506980289,0.167075361396756,-0.165307510469419
13.25,0.124212827396365,0.0454477154979372,-0.115599877360739
13.5,0.243647811998484,0.200667236599498,-0.138191593257946
13.75,0.105343103571706,0.0787414547612629,0.0699782307021202
14,0.313509877041459,-0.219664456456339,-0.223687213698709
14.25,0.0837695259810824,0.0837636195558659,-0.00099474720175464
14.5,0.140623415545873,0.140500810023103,-0.00587089283153457
14.75,0.0904753930922144,-0.0739585974339392,-0.0521145144925598
15,0.111719299425226,0.0148148445921344,0.110732661142836
15.25,0.17736163203461,-0.0456315296994515,-0.171391108331991
15.5,0.154520652689799,-0.0941421738174936,0.1225311520251
15.75,0.194662542873735,0.0991688976909123,0.167508314208096
